,Date,00:00-09:00,09:00-18:00,18:00-00:00,day_of_the_week
19,2021-01-20,39.8,38.2,103.8,2
20,2021-01-21,40.0,38.19,104.0,3
21,2021-01-22,39.0,38.18,103.0,4
22,2021-01-23,39.0,38.82,103.0,5
23,2021-01-24,39.0,39.0,104.0,6
24,2021-01-25,40.0,39.0,105.0,0
25,2021-01-26,40.18,38.82,105.0,1
26,2021-01-27,39.0,39.82,104.82,2
27,2021-01-28,39.82,39.0,104.0,3
28,2021-01-29,38.18,38.82,103.0,4
29,2021-01-30,40.0,38.0,103.18,5
30,2021-01-31,39.0,38.0,102.18,6
31,2021-02-01,39.0,41.18,110.0,0
32,2021-02-02,45.82,44.18,120.0,1
33,2021-02-03,45.0,45.18,120.18,2
34,2021-02-04,45.18,44.82,120.0,3
35,2021-02-05,46.0,44.82,120.82,4
36,2021-02-06,46.18,44.82,120.0,5
37,2021-02-07,45.0,45.0,120.0,6
38,2021-02-08,46.0,45.0,121.0,0
39,2021-02-09,45.18,44.82,120.0,1
40,2021-02-10,45.32,44.68,120.0,2
41,2021-02-11,46.0,45.0,121.0,3
42,2021-02-12,47.0,45.32,122.32,4
43,2021-02-13,46.32,43.0,118.0,5
44,2021-02-14,43.68,42.32,114.68,6
45,2021-02-15,43.0,42.68,114.0,0
46,2021-02-16,42.32,43.0,113.32,1
47,2021-02-17,43.68,42.32,114.0,2
48,2021-02-18,43.0,41.68,113.0,3
49,2021-02-19,43.68,41.32,113.0,4
50,2021-02-20,42.33,41.67,112.0,5
51,2021-02-21,43.67,41.33,113.0,6
52,2021-02-22,43.33,41.67,113.0,0
53,2021-02-23,42.67,42.0,113.0,1
54,2021-02-24,43.67,42.33,114.0,2
55,2021-02-25,43.33,42.0,113.33,3
56,2021-02-26,43.33,42.0,113.33,4
57,2021-02-27,43.0,42.34,113.34,5
58,2021-02-28,44.0,41.0,113.0,6
59,2021-03-01,44.0,42.0,114.0,0
60,2021-03-02,43.34,42.66,114.34,1
61,2021-03-03,44.0,42.0,114.66,2
62,2021-03-04,44.0,42.0,114.65,3
63,2021-03-05,43.65,42.35,114.0,4
64,2021-03-06,43.0,42.0,113.35,5
65,2021-03-07,43.65,42.35,114.65,6
66,2021-03-08,43.0,42.64,113.64,0
67,2021-03-09,43.0,43.0,114.0,1
68,2021-03-10,43.36,42.0,114.0,2
69,2021-03-11,43.0,42.64,114.0,3
70,2021-03-12,43.0,42.64,113.64,4
71,2021-03-13,42.64,42.0,112.64,5
72,2021-03-14,43.0,42.0,113.0,6
73,2021-03-15,43.36,42.0,113.36,0
74,2021-03-16,43.26,42.0,114.0,1
75,2021-03-17,43.0,42.0,113.74,2
76,2021-03-18,43.0,42.0,113.73,3
77,2021-03-19,43.0,41.73,112.73,4
78,2021-03-20,43.0,42.73,113.73,5
79,2021-03-21,43.73,41.27,113.73,6
80,2021-03-22,43.73,42.27,114.0,0
81,2021-03-23,44.27,42.73,115.27,1
82,2021-03-24,43.27,42.41,114.27,2
83,2021-03-25,44.0,42.41,115.0,3
84,2021-03-26,44.0,43.0,115.0,4
85,2021-03-27,43.59,42.41,114.0,5
86,2021-03-28,38.41,42.0,109.0,6
87,2021-03-29,44.0,42.41,114.41,0
88,2021-03-30,43.41,41.59,113.0,1
89,2021-03-31,43.0,41.0,111.59,2
90,2021-04-01,43.0,41.59,112.59,3
91,2021-04-02,43.0,41.59,112.59,4
92,2021-04-03,44.0,42.59,114.0,5
93,2021-04-04,43.0,41.41,112.41,6
94,2021-04-05,43.0,42.41,113.41,0
95,2021-04-06,43.41,42.59,114.0,1
96,2021-04-07,44.0,42.59,115.0,2
97,2021-04-08,44.41,42.59,115.41,3
98,2021-04-09,44.0,43.0,115.0,4
99,2021-04-10,44.59,42.0,114.59,5
100,2021-04-11,43.59,42.0,113.0,6
101,2021-04-12,43.41,42.59,115.0,0
102,2021-04-13,43.41,42.59,114.41,1
103,2021-04-14,44.0,42.41,114.41,2
104,2021-04-15,43.41,42.0,114.0,3
105,2021-04-16,44.59,42.0,114.59,4
106,2021-04-17,43.59,42.0,114.0,5
107,2021-04-18,43.41,42.59,114.41,6
108,2021-04-19,43.0,42.0,112.0,0
109,2021-04-20,41.59,40.41,108.59,1
110,2021-04-21,42.0,42.44,119.44,2
111,2021-04-22,54.0,53.0,142.0,3
112,2021-04-23,54.0,52.0,141.15,4
113,2021-04-24,54.85,52.0,141.85,5
114,2021-04-25,55.0,51.85,141.85,6
115,2021-04-26,54.0,53.0,142.0,0
116,2021-04-27,53.15,53.85,141.99,1
117,2021-04-28,53.0,55.0,143.0,2
118,2021-04-29,53.01,54.0,142.01,3
119,2021-04-30,54.0,53.0,142.0,4
120,2021-05-01,53.01,54.0,142.01,5
121,2021-05-02,53.01,54.0,143.0,6
122,2021-05-03,54.99,54.0,143.99,0
123,2021-05-04,55.0,53.99,143.99,1
124,2021-05-05,55.0,52.0,143.0,2
125,2021-05-06,54.0,54.0,144.0,3
126,2021-05-07,55.0,53.0,143.0,4
127,2021-05-08,54.0,52.0,141.0,5
128,2021-05-09,54.0,53.0,142.0,6
129,2021-05-10,54.0,54.0,143.0,0
130,2021-05-11,55.0,53.0,143.0,1
131,2021-05-12,54.0,54.0,144.0,2
132,2021-05-13,55.0,53.68,144.68,3
133,2021-05-14,54.0,54.68,144.0,4
134,2021-05-15,54.99,53.33,143.99,5
135,2021-05-16,54.67,54.0,143.67,6
136,2021-05-17,54.0,54.0,143.0,0
137,2021-05-18,54.67,53.33,143.67,1
138,2021-05-19,54.0,54.67,144.0,2
139,2021-05-20,54.33,53.0,142.33,3
140,2021-05-21,54.99,53.08,143.33,4
141,2021-05-22,54.26,54.0,144.0,5
142,2021-05-23,55.0,53.0,143.74,6
143,2021-05-24,55.0,53.74,143.0,0
144,2021-05-25,55.0,53.26,143.39,1
145,2021-05-26,54.13,55.0,145.0,2
146,2021-05-27,54.0,53.87,143.0,3
147,2021-05-28,54.0,54.0,143.0,4
148,2021-05-29,55.0,53.87,144.0,5
149,2021-05-30,54.77,54.0,144.77,6
150,2021-05-31,55.0,53.72,144.0,0
151,2021-06-01,54.28,54.0,144.0,1
152,2021-06-02,55.0,53.0,143.71,2
153,2021-06-03,54.71,55.0,145.71,3
154,2021-06-04,55.0,56.71,148.0,4
155,2021-06-05,55.71,54.0,144.71,5
156,2021-06-06,55.0,53.71,144.0,6
157,2021-06-07,55.0,54.0,144.29,0
158,2021-06-08,53.31,55.0,144.99,1
159,2021-06-09,56.0,54.68,146.0,2
160,2021-06-10,55.32,54.68,145.32,3
161,2021-06-11,55.0,54.32,145.32,4
162,2021-06-12,54.32,55.68,147.0,5
163,2021-06-13,54.68,55.32,145.68,6
164,2021-06-14,54.0,55.0,144.68,0
165,2021-06-15,54.68,55.32,145.19,1
166,2021-06-16,55.0,56.0,147.19,2
167,2021-06-17,54.0,55.19,145.0,3
168,2021-06-18,55.81,55.0,146.0,4
169,2021-06-19,55.0,55.19,146.19,5
170,2021-06-20,55.19,56.0,147.0,6
171,2021-06-21,55.0,53.81,143.81,0
172,2021-06-22,53.81,57.19,147.0,1
173,2021-06-23,54.0,55.81,145.0,2
174,2021-06-24,55.0,55.19,148.0,3
175,2021-06-25,55.81,56.0,147.0,4
176,2021-06-26,55.0,56.0,147.19,5
177,2021-06-27,55.0,58.19,151.0,6
178,2021-06-28,55.0,58.81,150.0,0
179,2021-06-29,55.19,57.81,150.19,1
180,2021-06-30,55.19,56.81,148.0,2
181,2021-07-01,55.0,56.19,149.0,3
182,2021-07-02,55.81,58.19,153.0,4
183,2021-07-03,56.0,57.19,151.0,5
184,2021-07-04,54.99,56.82,147.81,6
185,2021-07-05,55.82,56.18,148.0,0
186,2021-07-06,55.18,57.93,150.0,1
187,2021-07-07,55.0,58.0,150.0,2
188,2021-07-08,57.0,62.0,160.0,3
189,2021-07-09,58.0,62.0,159.89,4
190,2021-07-10,57.89,59.37,156.56,5
191,2021-07-11,59.78,59.77,160.04,6
192,2021-07-12,58.0,59.26,155.26,0
193,2021-07-13,58.0,58.26,153.26,1
194,2021-07-14,58.0,57.0,153.0,2
195,2021-07-15,58.74,57.26,153.74,3
196,2021-07-16,58.74,58.26,155.0,4
197,2021-07-17,58.26,58.0,154.26,5
198,2021-07-18,58.26,60.0,156.26,6
199,2021-07-19,57.26,59.74,155.0,0
200,2021-07-20,58.0,60.4,156.0,1
201,2021-07-21,57.0,60.59,156.0,2
202,2021-07-22,59.0,64.0,167.0,3
203,2021-07-23,59.59,62.41,161.59,4
204,2021-07-24,59.0,62.0,161.0,5
205,2021-07-25,59.0,60.0,159.0,6
206,2021-07-26,61.59,67.41,173.59,0
207,2021-07-27,60.0,63.41,164.41,1
208,2021-07-28,59.0,63.41,162.0,2
209,2021-07-29,57.59,62.0,158.59,3
210,2021-07-30,57.59,63.41,159.59,4
211,2021-07-31,60.0,64.41,165.41,5
212,2021-08-01,62.0,64.41,167.0,6
213,2021-08-02,60.0,59.59,158.0,0
214,2021-08-03,59.0,61.41,158.41,1
215,2021-08-04,59.0,61.0,159.0,2
216,2021-08-05,59.0,58.5,156.0,3
217,2021-08-06,59.0,62.0,159.0,4
218,2021-08-07,58.49,61.51,159.49,5
219,2021-08-08,59.0,62.49,161.0,6
220,2021-08-09,58.51,61.49,160.0,0
221,2021-08-10,59.49,65.51,165.48,1
222,2021-08-11,61.48,68.52,172.0,2
223,2021-08-12,59.52,72.48,174.0,3
224,2021-08-13,59.48,67.0,168.0,4
225,2021-08-14,59.0,68.52,169.0,5
226,2021-08-15,59.48,68.0,168.48,6
227,2021-08-16,60.0,64.47,165.47,0
228,2021-08-17,61.47,65.53,168.0,1
229,2021-08-18,60.53,63.47,164.0,2
230,2021-08-19,59.47,63.0,163.0,3
231,2021-08-20,60.0,64.0,165.53,4
232,2021-08-21,59.53,64.0,163.53,5
233,2021-08-22,61.0,66.0,167.0,6
234,2021-08-23,60.0,61.47,161.0,0
235,2021-08-24,59.53,60.47,158.0,1
236,2021-08-25,57.47,61.0,158.0,2
237,2021-08-26,59.0,61.54,160.0,3
238,2021-08-27,59.0,63.0,159.46,4
239,2021-08-28,58.46,59.0,156.0,5
240,2021-08-29,58.54,59.46,156.0,6
241,2021-08-30,58.0,60.0,157.69,0
242,2021-08-31,59.69,59.0,157.0,1
243,2021-09-01,58.31,60.69,157.31,2
244,2021-09-02,58.31,59.69,156.0,3
245,2021-09-03,58.69,59.31,156.69,4
246,2021-09-04,58.69,60.0,157.0,5
247,2021-09-05,60.0,62.0,160.31,6
248,2021-09-06,59.31,59.69,158.0,0
249,2021-09-07,58.69,60.0,156.69,1
250,2021-09-08,58.31,59.69,157.0,2
251,2021-09-09,59.0,59.69,157.0,3
252,2021-09-10,59.0,59.0,155.31,4
253,2021-09-11,60.0,60.31,159.0,5
254,2021-09-12,59.69,60.99,160.0,6
255,2021-09-13,59.32,61.0,159.32,0
256,2021-09-14,59.32,60.68,159.0,1
257,2021-09-15,59.0,61.0,158.68,2
258,2021-09-16,59.0,61.0,159.0,3
259,2021-09-17,59.0,60.68,158.68,4
260,2021-09-18,59.68,63.0,162.0,5
261,2021-09-19,60.32,61.68,162.0,6
262,2021-09-20,59.68,61.32,159.68,0
263,2021-09-21,59.0,61.0,159.32,1
264,2021-09-22,61.0,62.32,163.32,2
265,2021-09-23,60.0,60.0,159.33,3
266,2021-09-24,60.0,59.33,159.0,4
267,2021-09-25,59.67,61.0,160.0,5
268,2021-09-26,60.33,61.0,160.33,6
269,2021-09-27,59.33,60.67,159.0,0
270,2021-09-28,60.0,62.0,162.0,1
271,2021-09-29,61.0,60.0,159.0,2
272,2021-09-30,59.66,59.0,157.0,3
273,2021-10-01,60.0,60.18,158.34,4
274,2021-10-02,61.0,60.16,161.16,5
275,2021-10-03,60.16,60.84,160.0,6
276,2021-10-04,60.0,60.0,158.16,0
277,2021-10-05,61.0,60.16,161.0,1
278,2021-10-06,62.0,60.0,161.84,2
279,2021-10-07,61.84,60.0,161.0,3
280,2021-10-08,61.16,60.83,160.99,4
281,2021-10-09,61.0,60.0,159.17,5
282,2021-10-10,61.17,59.83,160.17,6
283,2021-10-11,61.17,60.83,162.0,0
284,2021-10-12,62.0,60.83,162.83,1
285,2021-10-13,61.83,59.17,161.0,2
286,2021-10-14,61.17,60.83,162.17,3
287,2021-10-15,62.0,60.17,163.0,4
288,2021-10-16,61.83,60.0,161.83,5
289,2021-10-17,61.83,60.0,161.0,6
290,2021-10-18,61.17,60.83,161.17,0
291,2021-10-19,61.99,60.0,161.17,1
292,2021-10-20,61.18,61.0,162.18,2
293,2021-10-21,61.0,61.0,161.19,3
294,2021-10-22,61.0,60.19,162.0,4
295,2021-10-23,61.0,60.81,161.81,5
296,2021-10-24,61.81,59.19,160.81,6
297,2021-10-25,61.81,61.0,162.0,0
298,2021-10-26,61.0,61.0,162.19,1
299,2021-10-27,60.99,60.99,161.98,2
300,2021-10-28,63.0,61.0,164.79,3
301,2021-10-29,62.21,61.0,164.0,4
302,2021-10-30,62.79,60.21,163.79,5
303,2021-10-31,69.0,60.79,169.79,6
304,2021-11-01,60.79,61.0,162.0,0
305,2021-11-02,62.0,60.21,162.99,1
306,2021-11-03,62.78,62.0,165.78,2
307,2021-11-04,62.0,62.0,165.78,3
308,2021-11-05,62.78,62.0,165.78,4
309,2021-11-06,63.78,61.0,165.78,5
310,2021-11-07,62.78,60.0,162.0,6
311,2021-11-08,61.0,61.22,162.0,0
312,2021-11-09,61.0,60.22,161.22,1
313,2021-11-10,61.22,60.78,162.0,2
314,2021-11-11,62.0,60.78,162.78,3
315,2021-11-12,62.0,61.0,163.0,4
316,2021-11-13,61.22,60.78,162.0,5
317,2021-11-14,62.0,61.0,163.0,6
318,2021-11-15,61.23,60.77,162.0,0
319,2021-11-16,61.77,60.23,162.77,1
320,2021-11-17,61.77,61.0,162.77,2
321,2021-11-18,61.0,60.0,161.0,3
322,2021-11-19,61.0,60.23,160.99,4
323,2021-11-20,62.0,60.24,162.24,5
324,2021-11-21,63.0,60.0,163.0,6
325,2021-11-22,61.0,60.0,160.76,0
326,2021-11-23,60.76,60.24,161.0,1
327,2021-11-24,61.0,61.0,162.0,2
328,2021-11-25,61.0,60.61,161.61,3
329,2021-11-26,61.0,61.0,162.0,4
330,2021-11-27,61.61,60.0,162.0,5
331,2021-11-28,61.39,60.6,162.99,6
332,2021-11-29,62.59,61.41,165.0,0
333,2021-11-30,62.0,61.0,164.0,1
334,2021-12-01,62.58,60.42,163.0,2
335,2021-12-02,61.42,60.58,161.99,3
336,2021-12-03,61.56,60.99,162.55,4
337,2021-12-04,62.45,61.0,163.99,5
338,2021-12-05,61.0,60.54,162.0,6
339,2021-12-06,62.46,61.0,164.0,0
340,2021-12-07,62.73,60.54,164.27,1
341,2021-12-08,62.0,61.0,163.0,2
342,2021-12-09,61.05,60.95,162.46,3
343,2021-12-10,62.46,61.54,165.46,4
344,2021-12-11,63.0,60.46,163.0,5
345,2021-12-12,61.46,60.0,162.0,6
346,2021-12-13,61.0,60.99,162.46,0
347,2021-12-14,61.47,61.0,163.0,1
348,2021-12-15,62.0,60.53,163.0,2
349,2021-12-16,61.99,60.0,162.99,3
350,2021-12-17,61.48,60.5,162.48,4
351,2021-12-18,61.98,60.53,162.98,5
352,2021-12-19,62.0,60.47,163.0,6
353,2021-12-20,61.53,61.47,163.53,0
354,2021-12-21,62.0,61.0,163.53,1
355,2021-12-22,62.53,61.0,164.53,2
356,2021-12-23,62.54,60.46,163.54,3
357,2021-12-24,61.54,61.0,162.0,4
358,2021-12-25,61.0,61.0,162.0,5
359,2021-12-26,61.0,61.0,161.46,6
360,2021-12-27,61.54,60.46,162.0,0
361,2021-12-28,61.0,60.0,161.0,1
362,2021-12-29,61.0,60.46,161.0,2
363,2021-12-30,62.0,60.54,162.54,3
364,2021-12-31,62.0,60.0,162.0,4
365,2022-01-01,61.46,60.54,162.0,5
366,2022-01-02,61.55,60.45,162.0,6
367,2022-01-03,61.0,60.0,161.0,0
368,2022-01-04,61.0,60.56,161.56,1
369,2022-01-05,60.56,60.44,160.56,2
370,2022-01-06,61.0,60.56,162.0,3
371,2022-01-07,62.0,60.44,162.44,4
372,2022-01-08,61.44,60.56,162.44,5
373,2022-01-09,61.44,61.99,164.0,6
374,2022-01-10,62.0,60.57,162.57,0
375,2022-01-11,61.0,60.0,161.57,1
376,2022-01-12,61.99,60.0,162.57,2
377,2022-01-13,62.0,60.0,161.99,3
378,2022-01-14,61.0,60.59,162.0,4
379,2022-01-15,61.41,59.59,161.41,5
380,2022-01-16,60.41,60.0,160.41,6
381,2022-01-17,60.59,60.0,161.0,0
382,2022-01-18,61.0,60.41,161.41,1
383,2022-01-19,61.0,60.0,161.0,2
384,2022-01-20,61.41,61.0,162.41,3
385,2022-01-21,61.41,60.0,162.0,4
386,2022-01-22,61.59,60.41,162.59,5
387,2022-01-23,61.59,59.4,161.59,6
388,2022-01-24,61.0,60.0,161.6,0
389,2022-01-25,62.0,59.99,162.6,1
390,2022-01-26,61.61,60.39,162.0,2
391,2022-01-27,61.38,60.62,162.38,3
392,2022-01-28,62.0,60.38,162.38,4
393,2022-01-29,62.38,60.0,163.0,5
394,2022-01-30,61.62,60.0,162.0,6
395,2022-01-31,61.0,61.38,162.0,0
396,2022-02-01,62.0,60.0,162.63,1
397,2022-02-02,61.0,60.0,161.0,2
398,2022-02-03,61.37,60.63,162.69,3
399,2022-02-04,62.0,60.37,162.37,4
400,2022-02-05,60.36,60.0,160.36,5
401,2022-02-06,63.36,61.0,165.0,6
402,2022-02-07,62.0,61.64,164.0,0
403,2022-02-08,63.36,61.64,166.0,1
404,2022-02-09,63.0,61.64,165.64,2
405,2022-02-10,63.0,61.64,165.64,3
406,2022-02-11,63.0,62.0,166.0,4
407,2022-02-12,63.0,61.36,165.0,5
408,2022-02-13,62.64,61.36,164.64,6
409,2022-02-14,62.0,60.0,162.0,0
410,2022-02-15,60.35,61.0,161.35,1
411,2022-02-16,61.35,61.0,162.35,2
412,2022-02-17,61.65,59.35,160.0,3
413,2022-02-18,59.0,58.34,156.34,4
414,2022-02-19,60.0,59.0,158.0,5
415,2022-02-20,60.0,58.34,157.34,6
416,2022-02-21,59.34,59.0,157.34,0
417,2022-02-22,59.34,58.66,157.0,1
418,2022-02-23,60.0,58.0,157.0,2
419,2022-02-24,60.34,58.66,158.0,3
420,2022-02-25,60.0,58.66,158.0,4
421,2022-02-26,60.0,59.0,158.0,5
422,2022-02-27,60.66,58.34,158.66,6
423,2022-02-28,60.0,58.66,157.66,0
424,2022-03-01,60.66,59.0,158.99,1
425,2022-03-02,59.67,58.33,157.67,2
426,2022-03-03,60.0,59.0,158.0,3
427,2022-03-04,60.0,58.33,158.0,4
428,2022-03-05,59.67,59.33,158.0,5
429,2022-03-06,60.33,58.0,157.33,6
430,2022-03-07,59.33,59.0,158.0,0
431,2022-03-08,60.67,58.33,159.0,1
432,2022-03-09,60.0,59.0,158.0,2
433,2022-03-10,60.0,58.68,158.0,3
434,2022-03-11,60.0,59.32,158.32,4
435,2022-03-12,60.0,59.0,157.65,5
436,2022-03-13,60.69,58.3,157.99,6
437,2022-03-14,60.3,58.7,158.0,0
438,2022-03-15,60.71,59.0,158.71,1
439,2022-03-16,60.72,58.28,158.0,2
440,2022-03-17,59.0,58.72,155.99,3
441,2022-03-18,59.0,59.73,156.99,4
442,2022-03-19,59.26,59.0,157.0,5
443,2022-03-20,61.0,58.74,158.74,6
444,2022-03-21,59.74,59.0,157.74,0
445,2022-03-22,60.74,58.26,158.74,1
446,2022-03-23,60.74,58.26,158.0,2
447,2022-03-24,60.26,58.74,158.26,3
448,2022-03-25,60.26,59.0,159.26,4
449,2022-03-26,61.26,59.0,160.0,5
450,2022-03-27,54.74,58.26,152.74,6
451,2022-03-28,60.75,59.25,159.99,0
452,2022-03-29,61.0,59.24,160.0,1
453,2022-03-30,60.76,60.24,161.0,2
454,2022-03-31,60.24,60.76,161.0,3
455,2022-04-01,60.76,60.0,160.0,4
456,2022-04-02,61.0,60.24,162.0,5
457,2022-04-03,62.0,60.0,162.0,6
458,2022-04-04,61.24,60.0,161.24,0
459,2022-04-05,61.24,60.0,161.0,1
460,2022-04-06,61.76,60.24,161.76,2
461,2022-04-07,61.0,59.76,160.0,3
