ID,Date,Consumption
399,2022-02-04 00:00:00 -> 2022-02-04 23:55:00,263.43
400,2022-02-05 00:00:00 -> 2022-02-05 23:55:00,139.43
401,2022-02-06 00:00:00 -> 2022-02-06 23:55:00,134.43
402,2022-02-07 00:00:00 -> 2022-02-07 23:55:00,205.00
403,2022-02-08 00:00:00 -> 2022-02-08 23:55:00,205.00
404,2022-02-09 00:00:00 -> 2022-02-09 23:55:00,205.41
405,2022-02-10 00:00:00 -> 2022-02-10 23:55:00,202.41
406,2022-02-11 00:00:00 -> 2022-02-11 23:55:00,213.00
407,2022-02-12 00:00:00 -> 2022-02-12 23:55:00,135.41
408,2022-02-13 00:00:00 -> 2022-02-13 23:55:00,142.00
409,2022-02-14 00:00:00 -> 2022-02-14 23:55:00,243.99
410,2022-02-15 00:00:00 -> 2022-02-15 23:55:00,219.00
411,2022-02-16 00:00:00 -> 2022-02-16 23:55:00,195.00
412,2022-02-17 00:00:00 -> 2022-02-17 23:55:00,196.60
413,2022-02-18 00:00:00 -> 2022-02-18 23:55:00,224.60
414,2022-02-19 00:00:00 -> 2022-02-19 23:55:00,128.60
415,2022-02-20 00:00:00 -> 2022-02-20 23:55:00,133.00
416,2022-02-21 00:00:00 -> 2022-02-21 23:55:00,188.40
417,2022-02-22 00:00:00 -> 2022-02-22 23:55:00,157.00
418,2022-02-23 00:00:00 -> 2022-02-23 23:55:00,158.60
419,2022-02-24 00:00:00 -> 2022-02-24 23:55:00,164.00
420,2022-02-25 00:00:00 -> 2022-02-25 23:55:00,183.39
421,2022-02-26 00:00:00 -> 2022-02-26 23:55:00,142.39
422,2022-02-27 00:00:00 -> 2022-02-27 23:55:00,132.39
423,2022-02-28 00:00:00 -> 2022-02-28 23:55:00,180.61
424,2022-03-01 00:00:00 -> 2022-03-01 23:55:00,188.99
425,2022-03-02 00:00:00 -> 2022-03-02 23:55:00,177.38
426,2022-03-03 00:00:00 -> 2022-03-03 23:55:00,230.00
427,2022-03-04 00:00:00 -> 2022-03-04 23:55:00,231.00
428,2022-03-05 00:00:00 -> 2022-03-05 23:55:00,133.38
429,2022-03-06 00:00:00 -> 2022-03-06 23:55:00,134.00
430,2022-03-07 00:00:00 -> 2022-03-07 23:55:00,206.63
431,2022-03-08 00:00:00 -> 2022-03-08 23:55:00,182.63
432,2022-03-09 00:00:00 -> 2022-03-09 23:55:00,165.63
433,2022-03-10 00:00:00 -> 2022-03-10 23:55:00,165.64
434,2022-03-11 00:00:00 -> 2022-03-11 23:55:00,180.97
435,2022-03-12 00:00:00 -> 2022-03-12 23:55:00,130.00
436,2022-03-13 00:00:00 -> 2022-03-13 23:55:00,131.69
437,2022-03-14 00:00:00 -> 2022-03-14 23:55:00,160.98
438,2022-03-15 00:00:00 -> 2022-03-15 23:55:00,166.00
439,2022-03-16 00:00:00 -> 2022-03-16 23:55:00,155.72
440,2022-03-17 00:00:00 -> 2022-03-17 23:55:00,163.72
441,2022-03-18 00:00:00 -> 2022-03-18 23:55:00,177.72
442,2022-03-19 00:00:00 -> 2022-03-19 23:55:00,122.00
443,2022-03-20 00:00:00 -> 2022-03-20 23:55:00,133.27
444,2022-03-21 00:00:00 -> 2022-03-21 23:55:00,146.00
445,2022-03-22 00:00:00 -> 2022-03-22 23:55:00,151.00
446,2022-03-23 00:00:00 -> 2022-03-23 23:55:00,148.27
447,2022-03-24 00:00:00 -> 2022-03-24 23:55:00,135.00
448,2022-03-25 00:00:00 -> 2022-03-25 23:55:00,135.00
449,2022-03-26 00:00:00 -> 2022-03-26 23:55:00,129.00
450,2022-03-27 00:00:00 -> 2022-03-27 23:55:00,126.74
451,2022-03-28 00:00:00 -> 2022-03-28 23:55:00,154.74
452,2022-03-29 00:00:00 -> 2022-03-29 23:55:00,148.00
453,2022-03-30 00:00:00 -> 2022-03-30 23:55:00,242.00
454,2022-03-31 00:00:00 -> 2022-03-31 23:55:00,212.74
455,2022-04-01 00:00:00 -> 2022-04-01 23:55:00,194.75
456,2022-04-02 00:00:00 -> 2022-04-02 23:55:00,140.75
457,2022-04-03 00:00:00 -> 2022-04-03 23:55:00,128.00
458,2022-04-04 00:00:00 -> 2022-04-04 23:55:00,202.00
459,2022-04-05 00:00:00 -> 2022-04-05 23:55:00,154.00
460,2022-04-06 00:00:00 -> 2022-04-06 23:55:00,215.75
461,2022-04-07 00:00:00 -> 2022-04-07 23:55:00,157.00
462,2022-04-08 00:00:00 -> 2022-04-08 23:55:00,158.00
463,2022-04-09 00:00:00 -> 2022-04-09 23:55:00,127.00
464,2022-04-10 00:00:00 -> 2022-04-10 23:55:00,142.75
465,2022-04-11 00:00:00 -> 2022-04-11 23:55:00,147.75
466,2022-04-12 00:00:00 -> 2022-04-12 23:55:00,139.75
467,2022-04-13 00:00:00 -> 2022-04-13 23:55:00,136.75
468,2022-04-14 00:00:00 -> 2022-04-14 23:55:00,130.00
469,2022-04-15 00:00:00 -> 2022-04-15 23:55:00,125.25
470,2022-04-16 00:00:00 -> 2022-04-16 23:55:00,135.25
471,2022-04-17 00:00:00 -> 2022-04-17 23:55:00,130.00
472,2022-04-18 00:00:00 -> 2022-04-18 23:55:00,135.00
473,2022-04-19 00:00:00 -> 2022-04-19 23:55:00,120.24
474,2022-04-20 00:00:00 -> 2022-04-20 23:55:00,121.24
475,2022-04-21 00:00:00 -> 2022-04-21 23:55:00,152.24
476,2022-04-22 00:00:00 -> 2022-04-22 23:55:00,147.00
477,2022-04-23 00:00:00 -> 2022-04-23 23:55:00,132.00
478,2022-04-24 00:00:00 -> 2022-04-24 23:55:00,145.18
479,2022-04-25 00:00:00 -> 2022-04-25 23:55:00,130.17
480,2022-04-26 00:00:00 -> 2022-04-26 23:55:00,123.99
481,2022-04-27 00:00:00 -> 2022-04-27 23:55:00,120.15
482,2022-04-28 00:00:00 -> 2022-04-28 23:55:00,120.14
483,2022-04-29 00:00:00 -> 2022-04-29 23:55:00,124.00
484,2022-04-30 00:00:00 -> 2022-04-30 23:55:00,136.00
485,2022-05-01 00:00:00 -> 2022-05-01 23:55:00,118.14
486,2022-05-02 00:00:00 -> 2022-05-02 23:55:00,129.00
487,2022-05-03 00:00:00 -> 2022-05-03 23:55:00,114.00
488,2022-05-04 00:00:00 -> 2022-05-04 23:55:00,134.14
489,2022-05-05 00:00:00 -> 2022-05-05 23:55:00,165.14
490,2022-05-06 00:00:00 -> 2022-05-06 23:55:00,162.00
491,2022-05-07 00:00:00 -> 2022-05-07 23:55:00,114.13
492,2022-05-08 00:00:00 -> 2022-05-08 23:55:00,115.13
493,2022-05-09 00:00:00 -> 2022-05-09 23:55:00,112.00
494,2022-05-10 00:00:00 -> 2022-05-10 23:55:00,114.00
495,2022-05-11 00:00:00 -> 2022-05-11 23:55:00,118.12
496,2022-05-12 00:00:00 -> 2022-05-12 23:55:00,115.00
497,2022-05-13 00:00:00 -> 2022-05-13 23:55:00,120.11
498,2022-05-14 00:00:00 -> 2022-05-14 23:55:00,129.00
499,2022-05-15 00:00:00 -> 2022-05-15 23:55:00,128.89
500,2022-05-16 00:00:00 -> 2022-05-16 23:55:00,124.84
501,2022-05-17 00:00:00 -> 2022-05-17 23:55:00,124.94
502,2022-05-18 00:00:00 -> 2022-05-18 23:55:00,121.94
503,2022-05-19 00:00:00 -> 2022-05-19 23:55:00,121.92
504,2022-05-20 00:00:00 -> 2022-05-20 23:55:00,110.00
505,2022-05-21 00:00:00 -> 2022-05-21 23:55:00,129.99
506,2022-05-22 00:00:00 -> 2022-05-22 23:55:00,128.86
507,2022-05-23 00:00:00 -> 2022-05-23 23:55:00,130.14
508,2022-05-24 00:00:00 -> 2022-05-24 23:55:00,119.15
509,2022-05-25 00:00:00 -> 2022-05-25 23:55:00,162.00
510,2022-05-26 00:00:00 -> 2022-05-26 23:55:00,165.85
511,2022-05-27 00:00:00 -> 2022-05-27 23:55:00,178.00
512,2022-05-28 00:00:00 -> 2022-05-28 23:55:00,126.00
513,2022-05-29 00:00:00 -> 2022-05-29 23:55:00,129.00
514,2022-05-30 00:00:00 -> 2022-05-30 23:55:00,142.00
515,2022-05-31 00:00:00 -> 2022-05-31 23:55:00,174.00
516,2022-06-01 00:00:00 -> 2022-06-01 23:55:00,155.00
517,2022-06-02 00:00:00 -> 2022-06-02 23:55:00,146.85
518,2022-06-03 00:00:00 -> 2022-06-03 23:55:00,153.85
519,2022-06-04 00:00:00 -> 2022-06-04 23:55:00,139.00
520,2022-06-05 00:00:00 -> 2022-06-05 23:55:00,152.00
521,2022-06-06 00:00:00 -> 2022-06-06 23:55:00,200.84
522,2022-06-07 00:00:00 -> 2022-06-07 23:55:00,191.00
523,2022-06-08 00:00:00 -> 2022-06-08 23:55:00,210.16
524,2022-06-09 00:00:00 -> 2022-06-09 23:55:00,208.16
525,2022-06-10 00:00:00 -> 2022-06-10 23:55:00,133.00
526,2022-06-11 00:00:00 -> 2022-06-11 23:55:00,164.84
527,2022-06-12 00:00:00 -> 2022-06-12 23:55:00,210.84
528,2022-06-13 00:00:00 -> 2022-06-13 23:55:00,216.00
529,2022-06-14 00:00:00 -> 2022-06-14 23:55:00,167.83
530,2022-06-15 00:00:00 -> 2022-06-15 23:55:00,222.17
531,2022-06-16 00:00:00 -> 2022-06-16 23:55:00,164.17
532,2022-06-17 00:00:00 -> 2022-06-17 23:55:00,219.13
533,2022-06-18 00:00:00 -> 2022-06-18 23:55:00,110.04
534,2022-06-19 00:00:00 -> 2022-06-19 23:55:00,111.67
535,2022-06-20 00:00:00 -> 2022-06-20 23:55:00,202.67
536,2022-06-21 00:00:00 -> 2022-06-21 23:55:00,224.00
537,2022-06-22 00:00:00 -> 2022-06-22 23:55:00,220.00
538,2022-06-23 00:00:00 -> 2022-06-23 23:55:00,256.33
539,2022-06-24 00:00:00 -> 2022-06-24 23:55:00,263.67
540,2022-06-25 00:00:00 -> 2022-06-25 23:55:00,127.99
541,2022-06-26 00:00:00 -> 2022-06-26 23:55:00,116.31
542,2022-06-27 00:00:00 -> 2022-06-27 23:55:00,279.69
543,2022-06-28 00:00:00 -> 2022-06-28 23:55:00,261.99
544,2022-06-29 00:00:00 -> 2022-06-29 23:55:00,118.00
545,2022-06-30 00:00:00 -> 2022-06-30 23:55:00,226.99
546,2022-07-01 00:00:00 -> 2022-07-01 23:55:00,191.00
547,2022-07-02 00:00:00 -> 2022-07-02 23:55:00,113.28
548,2022-07-03 00:00:00 -> 2022-07-03 23:55:00,126.99
549,2022-07-04 00:00:00 -> 2022-07-04 23:55:00,306.00
550,2022-07-05 00:00:00 -> 2022-07-05 23:55:00,295.00
551,2022-07-06 00:00:00 -> 2022-07-06 23:55:00,255.00
552,2022-07-07 00:00:00 -> 2022-07-07 23:55:00,261.00
553,2022-07-08 00:00:00 -> 2022-07-08 23:55:00,161.73
554,2022-07-09 00:00:00 -> 2022-07-09 23:55:00,113.73
555,2022-07-10 00:00:00 -> 2022-07-10 23:55:00,117.00
556,2022-07-11 00:00:00 -> 2022-07-11 23:55:00,226.98
557,2022-07-12 00:00:00 -> 2022-07-12 23:55:00,219.00
558,2022-07-13 00:00:00 -> 2022-07-13 23:55:00,212.00
559,2022-07-14 00:00:00 -> 2022-07-14 23:55:00,249.00
560,2022-07-15 00:00:00 -> 2022-07-15 23:55:00,231.24
561,2022-07-16 00:00:00 -> 2022-07-16 23:55:00,115.00
562,2022-07-17 00:00:00 -> 2022-07-17 23:55:00,169.24
563,2022-07-18 00:00:00 -> 2022-07-18 23:55:00,278.23
564,2022-07-19 00:00:00 -> 2022-07-19 23:55:00,291.99
565,2022-07-20 00:00:00 -> 2022-07-20 23:55:00,269.21
566,2022-07-21 00:00:00 -> 2022-07-21 23:55:00,262.00
567,2022-07-22 00:00:00 -> 2022-07-22 23:55:00,273.00
568,2022-07-23 00:00:00 -> 2022-07-23 23:55:00,120.00
569,2022-07-24 00:00:00 -> 2022-07-24 23:55:00,118.99
570,2022-07-25 00:00:00 -> 2022-07-25 23:55:00,328.99
571,2022-07-26 00:00:00 -> 2022-07-26 23:55:00,330.98
572,2022-07-27 00:00:00 -> 2022-07-27 23:55:00,284.99
573,2022-07-28 00:00:00 -> 2022-07-28 23:55:00,337.00
574,2022-07-29 00:00:00 -> 2022-07-29 23:55:00,271.00
575,2022-07-30 00:00:00 -> 2022-07-30 23:55:00,126.00
576,2022-07-31 00:00:00 -> 2022-07-31 23:55:00,121.00
577,2022-08-01 00:00:00 -> 2022-08-01 23:55:00,279.00
578,2022-08-02 00:00:00 -> 2022-08-02 23:55:00,262.00
579,2022-08-03 00:00:00 -> 2022-08-03 23:55:00,268.86
580,2022-08-04 00:00:00 -> 2022-08-04 23:55:00,254.86
581,2022-08-05 00:00:00 -> 2022-08-05 23:55:00,199.86
582,2022-08-06 00:00:00 -> 2022-08-06 23:55:00,123.00
583,2022-08-07 00:00:00 -> 2022-08-07 23:55:00,119.13
584,2022-08-08 00:00:00 -> 2022-08-08 23:55:00,146.87
585,2022-08-09 00:00:00 -> 2022-08-09 23:55:00,184.00
586,2022-08-10 00:00:00 -> 2022-08-10 23:55:00,128.12
587,2022-08-11 00:00:00 -> 2022-08-11 23:55:00,129.00
588,2022-08-12 00:00:00 -> 2022-08-12 23:55:00,142.00
589,2022-08-13 00:00:00 -> 2022-08-13 23:55:00,133.00
590,2022-08-14 00:00:00 -> 2022-08-14 23:55:00,118.88
591,2022-08-15 00:00:00 -> 2022-08-15 23:55:00,125.00
592,2022-08-16 00:00:00 -> 2022-08-16 23:55:00,126.00
593,2022-08-17 00:00:00 -> 2022-08-17 23:55:00,130.00
594,2022-08-18 00:00:00 -> 2022-08-18 23:55:00,172.89
595,2022-08-19 00:00:00 -> 2022-08-19 23:55:00,173.00
596,2022-08-20 00:00:00 -> 2022-08-20 23:55:00,136.00
597,2022-08-21 00:00:00 -> 2022-08-21 23:55:00,133.00
598,2022-08-22 00:00:00 -> 2022-08-22 23:55:00,140.10
599,2022-08-23 00:00:00 -> 2022-08-23 23:55:00,168.00
600,2022-08-24 00:00:00 -> 2022-08-24 23:55:00,136.90
601,2022-08-25 00:00:00 -> 2022-08-25 23:55:00,145.99
602,2022-08-26 00:00:00 -> 2022-08-26 23:55:00,144.09
603,2022-08-27 00:00:00 -> 2022-08-27 23:55:00,133.91
604,2022-08-28 00:00:00 -> 2022-08-28 23:55:00,131.91
605,2022-08-29 00:00:00 -> 2022-08-29 23:55:00,230.00
606,2022-08-30 00:00:00 -> 2022-08-30 23:55:00,256.09
607,2022-08-31 00:00:00 -> 2022-08-31 23:55:00,206.09
608,2022-09-01 00:00:00 -> 2022-09-01 23:55:00,246.91
609,2022-09-02 00:00:00 -> 2022-09-02 23:55:00,208.00
610,2022-09-03 00:00:00 -> 2022-09-03 23:55:00,153.00
611,2022-09-04 00:00:00 -> 2022-09-04 23:55:00,153.09
612,2022-09-05 00:00:00 -> 2022-09-05 23:55:00,267.00
613,2022-09-06 00:00:00 -> 2022-09-06 23:55:00,242.08
614,2022-09-07 00:00:00 -> 2022-09-07 23:55:00,252.08
615,2022-09-08 00:00:00 -> 2022-09-08 23:55:00,272.00
616,2022-09-09 00:00:00 -> 2022-09-09 23:55:00,249.00
617,2022-09-10 00:00:00 -> 2022-09-10 23:55:00,127.08
618,2022-09-11 00:00:00 -> 2022-09-11 23:55:00,127.08
619,2022-09-12 00:00:00 -> 2022-09-12 23:55:00,233.08
620,2022-09-13 00:00:00 -> 2022-09-13 23:55:00,242.00
621,2022-09-14 00:00:00 -> 2022-09-14 23:55:00,241.08
622,2022-09-15 00:00:00 -> 2022-09-15 23:55:00,276.08
623,2022-09-16 00:00:00 -> 2022-09-16 23:55:00,228.00
624,2022-09-17 00:00:00 -> 2022-09-17 23:55:00,136.92
625,2022-09-18 00:00:00 -> 2022-09-18 23:55:00,127.99
626,2022-09-19 00:00:00 -> 2022-09-19 23:55:00,184.00
627,2022-09-20 00:00:00 -> 2022-09-20 23:55:00,178.93
628,2022-09-21 00:00:00 -> 2022-09-21 23:55:00,146.93
629,2022-09-22 00:00:00 -> 2022-09-22 23:55:00,155.00
630,2022-09-23 00:00:00 -> 2022-09-23 23:55:00,138.05
631,2022-09-24 00:00:00 -> 2022-09-24 23:55:00,150.95
632,2022-09-25 00:00:00 -> 2022-09-25 23:55:00,160.00
633,2022-09-26 00:00:00 -> 2022-09-26 23:55:00,191.99
634,2022-09-27 00:00:00 -> 2022-09-27 23:55:00,165.00
635,2022-09-28 00:00:00 -> 2022-09-28 23:55:00,161.00
636,2022-09-29 00:00:00 -> 2022-09-29 23:55:00,170.00
637,2022-09-30 00:00:00 -> 2022-09-30 23:55:00,168.98
638,2022-10-01 00:00:00 -> 2022-10-01 23:55:00,144.99
639,2022-10-02 00:00:00 -> 2022-10-02 23:55:00,139.00
640,2022-10-03 00:00:00 -> 2022-10-03 23:55:00,180.00
641,2022-10-04 00:00:00 -> 2022-10-04 23:55:00,189.98
642,2022-10-05 00:00:00 -> 2022-10-05 23:55:00,169.00
643,2022-10-06 00:00:00 -> 2022-10-06 23:55:00,166.95
644,2022-10-07 00:00:00 -> 2022-10-07 23:55:00,156.99
645,2022-10-08 00:00:00 -> 2022-10-08 23:55:00,140.06
646,2022-10-09 00:00:00 -> 2022-10-09 23:55:00,143.06
647,2022-10-10 00:00:00 -> 2022-10-10 23:55:00,158.06
648,2022-10-11 00:00:00 -> 2022-10-11 23:55:00,177.00
649,2022-10-12 00:00:00 -> 2022-10-12 23:55:00,180.00
650,2022-10-13 00:00:00 -> 2022-10-13 23:55:00,194.99
651,2022-10-14 00:00:00 -> 2022-10-14 23:55:00,148.92
652,2022-10-15 00:00:00 -> 2022-10-15 23:55:00,138.92
653,2022-10-16 00:00:00 -> 2022-10-16 23:55:00,144.00
654,2022-10-17 00:00:00 -> 2022-10-17 23:55:00,165.91
655,2022-10-18 00:00:00 -> 2022-10-18 23:55:00,179.90
656,2022-10-19 00:00:00 -> 2022-10-19 23:55:00,170.00
657,2022-10-20 00:00:00 -> 2022-10-20 23:55:00,165.00
658,2022-10-21 00:00:00 -> 2022-10-21 23:55:00,171.00
659,2022-10-22 00:00:00 -> 2022-10-22 23:55:00,154.00
660,2022-10-23 00:00:00 -> 2022-10-23 23:55:00,150.10
661,2022-10-24 00:00:00 -> 2022-10-24 23:55:00,175.00
662,2022-10-25 00:00:00 -> 2022-10-25 23:55:00,178.99
663,2022-10-26 00:00:00 -> 2022-10-26 23:55:00,193.00
664,2022-10-27 00:00:00 -> 2022-10-27 23:55:00,184.99
665,2022-10-28 00:00:00 -> 2022-10-28 23:55:00,171.00
666,2022-10-29 00:00:00 -> 2022-10-29 23:55:00,145.00
667,2022-10-30 00:00:00 -> 2022-10-30 23:55:00,154.87
668,2022-10-31 00:00:00 -> 2022-10-31 23:55:00,149.13
669,2022-11-01 00:00:00 -> 2022-11-01 23:55:00,150.00
670,2022-11-02 00:00:00 -> 2022-11-02 23:55:00,187.86
671,2022-11-03 00:00:00 -> 2022-11-03 23:55:00,189.00
672,2022-11-04 00:00:00 -> 2022-11-04 23:55:00,198.00
673,2022-11-05 00:00:00 -> 2022-11-05 23:55:00,161.14
674,2022-11-06 00:00:00 -> 2022-11-06 23:55:00,146.00
675,2022-11-07 00:00:00 -> 2022-11-07 23:55:00,175.14
676,2022-11-08 00:00:00 -> 2022-11-08 23:55:00,177.14
677,2022-11-09 00:00:00 -> 2022-11-09 23:55:00,190.15
678,2022-11-10 00:00:00 -> 2022-11-10 23:55:00,217.00
679,2022-11-11 00:00:00 -> 2022-11-11 23:55:00,194.84
680,2022-11-12 00:00:00 -> 2022-11-12 23:55:00,163.84
681,2022-11-13 00:00:00 -> 2022-11-13 23:55:00,151.84
682,2022-11-14 00:00:00 -> 2022-11-14 23:55:00,199.00
683,2022-11-15 00:00:00 -> 2022-11-15 23:55:00,290.98
684,2022-11-16 00:00:00 -> 2022-11-16 23:55:00,255.18
685,2022-11-17 00:00:00 -> 2022-11-17 23:55:00,205.81
686,2022-11-18 00:00:00 -> 2022-11-18 23:55:00,210.00
687,2022-11-19 00:00:00 -> 2022-11-19 23:55:00,244.00
688,2022-11-20 00:00:00 -> 2022-11-20 23:55:00,234.00
689,2022-11-21 00:00:00 -> 2022-11-21 23:55:00,266.00
690,2022-11-22 00:00:00 -> 2022-11-22 23:55:00,349.81
691,2022-11-23 00:00:00 -> 2022-11-23 23:55:00,266.00
692,2022-11-24 00:00:00 -> 2022-11-24 23:55:00,248.00
693,2022-11-25 00:00:00 -> 2022-11-25 23:55:00,316.81
694,2022-11-26 00:00:00 -> 2022-11-26 23:55:00,310.81
695,2022-11-27 00:00:00 -> 2022-11-27 23:55:00,233.00
696,2022-11-28 00:00:00 -> 2022-11-28 23:55:00,354.00
697,2022-11-29 00:00:00 -> 2022-11-29 23:55:00,300.00
698,2022-11-30 00:00:00 -> 2022-11-30 23:55:00,301.00
699,2022-12-01 00:00:00 -> 2022-12-01 23:55:00,305.00
700,2022-12-02 00:00:00 -> 2022-12-02 23:55:00,354.99
701,2022-12-03 00:00:00 -> 2022-12-03 23:55:00,342.20
702,2022-12-04 00:00:00 -> 2022-12-04 23:55:00,311.98
703,2022-12-05 00:00:00 -> 2022-12-05 23:55:00,308.24
704,2022-12-06 00:00:00 -> 2022-12-06 23:55:00,264.00
705,2022-12-07 00:00:00 -> 2022-12-07 23:55:00,284.00
706,2022-12-08 00:00:00 -> 2022-12-08 23:55:00,304.00
707,2022-12-09 00:00:00 -> 2022-12-09 23:55:00,295.00
708,2022-12-10 00:00:00 -> 2022-12-10 23:55:00,263.00
709,2022-12-11 00:00:00 -> 2022-12-11 23:55:00,258.00
710,2022-12-12 00:00:00 -> 2022-12-12 23:55:00,343.74
711,2022-12-13 00:00:00 -> 2022-12-13 23:55:00,391.74
712,2022-12-14 00:00:00 -> 2022-12-14 23:55:00,377.74
713,2022-12-15 00:00:00 -> 2022-12-15 23:55:00,366.00
714,2022-12-16 00:00:00 -> 2022-12-16 23:55:00,331.74
715,2022-12-17 00:00:00 -> 2022-12-17 23:55:00,259.00
716,2022-12-18 00:00:00 -> 2022-12-18 23:55:00,289.00
717,2022-12-19 00:00:00 -> 2022-12-19 23:55:00,340.25
718,2022-12-20 00:00:00 -> 2022-12-20 23:55:00,328.00
719,2022-12-21 00:00:00 -> 2022-12-21 23:55:00,409.74
720,2022-12-22 00:00:00 -> 2022-12-22 23:55:00,292.74
721,2022-12-23 00:00:00 -> 2022-12-23 23:55:00,289.00
722,2022-12-24 00:00:00 -> 2022-12-24 23:55:00,259.00
723,2022-12-25 00:00:00 -> 2022-12-25 23:55:00,247.26
724,2022-12-26 00:00:00 -> 2022-12-26 23:55:00,248.26
725,2022-12-27 00:00:00 -> 2022-12-27 23:55:00,318.00
726,2022-12-28 00:00:00 -> 2022-12-28 23:55:00,277.99
727,2022-12-29 00:00:00 -> 2022-12-29 23:55:00,329.99
728,2022-12-30 00:00:00 -> 2022-12-30 23:55:00,272.00
729,2022-12-31 00:00:00 -> 2022-12-31 23:55:00,161.29
730,2023-01-01 00:00:00 -> 2023-01-01 23:55:00,161.00
731,2023-01-02 00:00:00 -> 2023-01-02 23:55:00,286.70
732,2023-01-03 00:00:00 -> 2023-01-03 23:55:00,274.00
733,2023-01-04 00:00:00 -> 2023-01-04 23:55:00,236.00
734,2023-01-05 00:00:00 -> 2023-01-05 23:55:00,300.69
735,2023-01-06 00:00:00 -> 2023-01-06 23:55:00,188.00
736,2023-01-07 00:00:00 -> 2023-01-07 23:55:00,184.69
737,2023-01-08 00:00:00 -> 2023-01-08 23:55:00,168.69
738,2023-01-09 00:00:00 -> 2023-01-09 23:55:00,312.00
739,2023-01-10 00:00:00 -> 2023-01-10 23:55:00,261.31
740,2023-01-11 00:00:00 -> 2023-01-11 23:55:00,294.00
741,2023-01-12 00:00:00 -> 2023-01-12 23:55:00,266.31
742,2023-01-13 00:00:00 -> 2023-01-13 23:55:00,323.99
743,2023-01-14 00:00:00 -> 2023-01-14 23:55:00,184.99
744,2023-01-15 00:00:00 -> 2023-01-15 23:55:00,242.00
745,2023-01-16 00:00:00 -> 2023-01-16 23:55:00,334.00
746,2023-01-17 00:00:00 -> 2023-01-17 23:55:00,298.33
747,2023-01-18 00:00:00 -> 2023-01-18 23:55:00,295.33
748,2023-01-19 00:00:00 -> 2023-01-19 23:55:00,299.00
749,2023-01-20 00:00:00 -> 2023-01-20 23:55:00,372.00
750,2023-01-21 00:00:00 -> 2023-01-21 23:55:00,207.00
751,2023-01-22 00:00:00 -> 2023-01-22 23:55:00,263.00
752,2023-01-23 00:00:00 -> 2023-01-23 23:55:00,427.99
753,2023-01-24 00:00:00 -> 2023-01-24 23:55:00,272.66
754,2023-01-25 00:00:00 -> 2023-01-25 23:55:00,323.66
755,2023-01-26 00:00:00 -> 2023-01-26 23:55:00,245.00
756,2023-01-27 00:00:00 -> 2023-01-27 23:55:00,294.99
757,2023-01-28 00:00:00 -> 2023-01-28 23:55:00,230.00
758,2023-01-29 00:00:00 -> 2023-01-29 23:55:00,188.00
759,2023-01-30 00:00:00 -> 2023-01-30 23:55:00,315.00
760,2023-01-31 00:00:00 -> 2023-01-31 23:55:00,281.00
761,2023-02-01 00:00:00 -> 2023-02-01 23:55:00,297.00
762,2023-02-02 00:00:00 -> 2023-02-02 23:55:00,268.00
763,2023-02-03 00:00:00 -> 2023-02-03 23:55:00,232.36
764,2023-02-04 00:00:00 -> 2023-02-04 23:55:00,147.00
765,2023-02-05 00:00:00 -> 2023-02-05 23:55:00,145.00
766,2023-02-06 00:00:00 -> 2023-02-06 23:55:00,268.64
767,2023-02-07 00:00:00 -> 2023-02-07 23:55:00,244.64
768,2023-02-08 00:00:00 -> 2023-02-08 23:55:00,274.00
769,2023-02-09 00:00:00 -> 2023-02-09 23:55:00,296.00
770,2023-02-10 00:00:00 -> 2023-02-10 23:55:00,261.64
771,2023-02-11 00:00:00 -> 2023-02-11 23:55:00,187.00
772,2023-02-12 00:00:00 -> 2023-02-12 23:55:00,200.00
773,2023-02-13 00:00:00 -> 2023-02-13 23:55:00,314.64
774,2023-02-14 00:00:00 -> 2023-02-14 23:55:00,229.00
775,2023-02-15 00:00:00 -> 2023-02-15 23:55:00,224.64
776,2023-02-16 00:00:00 -> 2023-02-16 23:55:00,288.36
777,2023-02-17 00:00:00 -> 2023-02-17 23:55:00,205.00
778,2023-02-18 00:00:00 -> 2023-02-18 23:55:00,143.00
779,2023-02-19 00:00:00 -> 2023-02-19 23:55:00,152.00
780,2023-02-20 00:00:00 -> 2023-02-20 23:55:00,223.00
781,2023-02-21 00:00:00 -> 2023-02-21 23:55:00,256.00
782,2023-02-22 00:00:00 -> 2023-02-22 23:55:00,207.99
783,2023-02-23 00:00:00 -> 2023-02-23 23:55:00,216.00
784,2023-02-24 00:00:00 -> 2023-02-24 23:55:00,220.00
785,2023-02-25 00:00:00 -> 2023-02-25 23:55:00,168.62
786,2023-02-26 00:00:00 -> 2023-02-26 23:55:00,164.38
787,2023-02-27 00:00:00 -> 2023-02-27 23:55:00,264.00
788,2023-02-28 00:00:00 -> 2023-02-28 23:55:00,268.00
789,2023-03-01 00:00:00 -> 2023-03-01 23:55:00,250.62
790,2023-03-02 00:00:00 -> 2023-03-02 23:55:00,238.00
791,2023-03-03 00:00:00 -> 2023-03-03 23:55:00,200.38
792,2023-03-04 00:00:00 -> 2023-03-04 23:55:00,133.38
793,2023-03-05 00:00:00 -> 2023-03-05 23:55:00,132.00
794,2023-03-06 00:00:00 -> 2023-03-06 23:55:00,234.99
795,2023-03-07 00:00:00 -> 2023-03-07 23:55:00,211.00
796,2023-03-08 00:00:00 -> 2023-03-08 23:55:00,197.00
797,2023-03-09 00:00:00 -> 2023-03-09 23:55:00,206.99
