ID,Date,Consumption
398,2022-06-23 00:00:00 -> 2022-06-23 23:55:00,81.00
399,2022-06-24 00:00:00 -> 2022-06-24 23:55:00,114.00
400,2022-06-25 00:00:00 -> 2022-06-25 23:55:00,110.00
401,2022-06-26 00:00:00 -> 2022-06-26 23:55:00,130.00
402,2022-06-27 00:00:00 -> 2022-06-27 23:55:00,126.00
403,2022-06-28 00:00:00 -> 2022-06-28 23:55:00,85.00
404,2022-06-29 00:00:00 -> 2022-06-29 23:55:00,138.00
405,2022-06-30 00:00:00 -> 2022-06-30 23:55:00,145.00
406,2022-07-01 00:00:00 -> 2022-07-01 23:55:00,129.00
407,2022-07-02 00:00:00 -> 2022-07-02 23:55:00,143.00
408,2022-07-03 00:00:00 -> 2022-07-03 23:55:00,124.00
409,2022-07-04 00:00:00 -> 2022-07-04 23:55:00,128.00
410,2022-07-05 00:00:00 -> 2022-07-05 23:55:00,137.00
411,2022-07-06 00:00:00 -> 2022-07-06 23:55:00,138.00
412,2022-07-07 00:00:00 -> 2022-07-07 23:55:00,124.00
413,2022-07-08 00:00:00 -> 2022-07-08 23:55:00,159.00
414,2022-07-09 00:00:00 -> 2022-07-09 23:55:00,157.00
415,2022-07-10 00:00:00 -> 2022-07-10 23:55:00,151.00
416,2022-07-11 00:00:00 -> 2022-07-11 23:55:00,99.00
417,2022-07-12 00:00:00 -> 2022-07-12 23:55:00,144.00
418,2022-07-13 00:00:00 -> 2022-07-13 23:55:00,147.00
419,2022-07-14 00:00:00 -> 2022-07-14 23:55:00,148.00
420,2022-07-15 00:00:00 -> 2022-07-15 23:55:00,148.00
421,2022-07-16 00:00:00 -> 2022-07-16 23:55:00,148.00
422,2022-07-17 00:00:00 -> 2022-07-17 23:55:00,76.00
423,2022-07-18 00:00:00 -> 2022-07-18 23:55:00,128.00
424,2022-07-19 00:00:00 -> 2022-07-19 23:55:00,141.00
425,2022-07-20 00:00:00 -> 2022-07-20 23:55:00,143.00
426,2022-07-21 00:00:00 -> 2022-07-21 23:55:00,141.00
427,2022-07-22 00:00:00 -> 2022-07-22 23:55:00,140.00
428,2022-07-23 00:00:00 -> 2022-07-23 23:55:00,142.00
429,2022-07-24 00:00:00 -> 2022-07-24 23:55:00,138.00
430,2022-07-25 00:00:00 -> 2022-07-25 23:55:00,129.00
431,2022-07-26 00:00:00 -> 2022-07-26 23:55:00,131.00
432,2022-07-27 00:00:00 -> 2022-07-27 23:55:00,135.00
433,2022-07-28 00:00:00 -> 2022-07-28 23:55:00,139.00
434,2022-07-29 00:00:00 -> 2022-07-29 23:55:00,139.00
435,2022-07-30 00:00:00 -> 2022-07-30 23:55:00,127.00
436,2022-07-31 00:00:00 -> 2022-07-31 23:55:00,136.00
437,2022-08-01 00:00:00 -> 2022-08-01 23:55:00,137.00
438,2022-08-02 00:00:00 -> 2022-08-02 23:55:00,131.00
439,2022-08-03 00:00:00 -> 2022-08-03 23:55:00,133.00
440,2022-08-04 00:00:00 -> 2022-08-04 23:55:00,133.00
441,2022-08-05 00:00:00 -> 2022-08-05 23:55:00,133.00
442,2022-08-06 00:00:00 -> 2022-08-06 23:55:00,130.00
443,2022-08-07 00:00:00 -> 2022-08-07 23:55:00,131.00
444,2022-08-08 00:00:00 -> 2022-08-08 23:55:00,119.00
445,2022-08-09 00:00:00 -> 2022-08-09 23:55:00,69.00
446,2022-08-10 00:00:00 -> 2022-08-10 23:55:00,127.00
447,2022-08-11 00:00:00 -> 2022-08-11 23:55:00,117.00
448,2022-08-12 00:00:00 -> 2022-08-12 23:55:00,111.00
449,2022-08-13 00:00:00 -> 2022-08-13 23:55:00,105.00
450,2022-08-14 00:00:00 -> 2022-08-14 23:55:00,136.00
451,2022-08-15 00:00:00 -> 2022-08-15 23:55:00,128.00
452,2022-08-16 00:00:00 -> 2022-08-16 23:55:00,127.00
453,2022-08-17 00:00:00 -> 2022-08-17 23:55:00,120.00
454,2022-08-18 00:00:00 -> 2022-08-18 23:55:00,56.00
455,2022-08-19 00:00:00 -> 2022-08-19 23:55:00,94.00
456,2022-08-20 00:00:00 -> 2022-08-20 23:55:00,106.00
457,2022-08-21 00:00:00 -> 2022-08-21 23:55:00,102.00
458,2022-08-22 00:00:00 -> 2022-08-22 23:55:00,96.00
459,2022-08-23 00:00:00 -> 2022-08-23 23:55:00,103.00
460,2022-08-24 00:00:00 -> 2022-08-24 23:55:00,125.00
461,2022-08-25 00:00:00 -> 2022-08-25 23:55:00,124.00
462,2022-08-26 00:00:00 -> 2022-08-26 23:55:00,123.00
463,2022-08-27 00:00:00 -> 2022-08-27 23:55:00,110.00
464,2022-08-28 00:00:00 -> 2022-08-28 23:55:00,101.00
465,2022-08-29 00:00:00 -> 2022-08-29 23:55:00,116.00
466,2022-08-30 00:00:00 -> 2022-08-30 23:55:00,115.00
467,2022-08-31 00:00:00 -> 2022-08-31 23:55:00,101.00
468,2022-09-01 00:00:00 -> 2022-09-01 23:55:00,84.00
469,2022-09-02 00:00:00 -> 2022-09-02 23:55:00,114.00
470,2022-09-03 00:00:00 -> 2022-09-03 23:55:00,62.00
471,2022-09-04 00:00:00 -> 2022-09-04 23:55:00,75.00
472,2022-09-05 00:00:00 -> 2022-09-05 23:55:00,115.00
473,2022-09-06 00:00:00 -> 2022-09-06 23:55:00,112.00
474,2022-09-07 00:00:00 -> 2022-09-07 23:55:00,104.00
475,2022-09-08 00:00:00 -> 2022-09-08 23:55:00,49.00
476,2022-09-09 00:00:00 -> 2022-09-09 23:55:00,95.00
477,2022-09-10 00:00:00 -> 2022-09-10 23:55:00,114.00
478,2022-09-11 00:00:00 -> 2022-09-11 23:55:00,113.00
479,2022-09-12 00:00:00 -> 2022-09-12 23:55:00,107.00
480,2022-09-13 00:00:00 -> 2022-09-13 23:55:00,112.00
481,2022-09-14 00:00:00 -> 2022-09-14 23:55:00,100.00
482,2022-09-15 00:00:00 -> 2022-09-15 23:55:00,57.00
483,2022-09-16 00:00:00 -> 2022-09-16 23:55:00,90.00
484,2022-09-17 00:00:00 -> 2022-09-17 23:55:00,93.00
485,2022-09-18 00:00:00 -> 2022-09-18 23:55:00,112.00
486,2022-09-19 00:00:00 -> 2022-09-19 23:55:00,68.00
487,2022-09-20 00:00:00 -> 2022-09-20 23:55:00,84.00
488,2022-09-21 00:00:00 -> 2022-09-21 23:55:00,106.00
489,2022-09-22 00:00:00 -> 2022-09-22 23:55:00,88.00
490,2022-09-23 00:00:00 -> 2022-09-23 23:55:00,106.00
491,2022-09-24 00:00:00 -> 2022-09-24 23:55:00,59.00
492,2022-09-25 00:00:00 -> 2022-09-25 23:55:00,58.00
493,2022-09-26 00:00:00 -> 2022-09-26 23:55:00,40.00
494,2022-09-27 00:00:00 -> 2022-09-27 23:55:00,86.00
495,2022-09-28 00:00:00 -> 2022-09-28 23:55:00,76.00
496,2022-09-29 00:00:00 -> 2022-09-29 23:55:00,67.00
497,2022-09-30 00:00:00 -> 2022-09-30 23:55:00,70.00
498,2022-10-01 00:00:00 -> 2022-10-01 23:55:00,83.00
499,2022-10-02 00:00:00 -> 2022-10-02 23:55:00,90.00
500,2022-10-03 00:00:00 -> 2022-10-03 23:55:00,96.00
501,2022-10-04 00:00:00 -> 2022-10-04 23:55:00,89.00
502,2022-10-05 00:00:00 -> 2022-10-05 23:55:00,91.00
503,2022-10-06 00:00:00 -> 2022-10-06 23:55:00,83.00
504,2022-10-07 00:00:00 -> 2022-10-07 23:55:00,75.00
505,2022-10-08 00:00:00 -> 2022-10-08 23:55:00,78.00
506,2022-10-09 00:00:00 -> 2022-10-09 23:55:00,62.00
507,2022-10-10 00:00:00 -> 2022-10-10 23:55:00,71.00
508,2022-10-11 00:00:00 -> 2022-10-11 23:55:00,76.00
509,2022-10-12 00:00:00 -> 2022-10-12 23:55:00,71.00
510,2022-10-13 00:00:00 -> 2022-10-13 23:55:00,33.00
511,2022-10-14 00:00:00 -> 2022-10-14 23:55:00,84.00
512,2022-10-15 00:00:00 -> 2022-10-15 23:55:00,81.00
513,2022-10-16 00:00:00 -> 2022-10-16 23:55:00,75.00
514,2022-10-17 00:00:00 -> 2022-10-17 23:55:00,78.00
515,2022-10-18 00:00:00 -> 2022-10-18 23:55:00,78.00
516,2022-10-19 00:00:00 -> 2022-10-19 23:55:00,76.00
517,2022-10-20 00:00:00 -> 2022-10-20 23:55:00,74.00
518,2022-10-21 00:00:00 -> 2022-10-21 23:55:00,55.00
519,2022-10-22 00:00:00 -> 2022-10-22 23:55:00,53.00
520,2022-10-23 00:00:00 -> 2022-10-23 23:55:00,57.00
521,2022-10-24 00:00:00 -> 2022-10-24 23:55:00,63.00
522,2022-10-25 00:00:00 -> 2022-10-25 23:55:00,62.00
523,2022-10-26 00:00:00 -> 2022-10-26 23:55:00,58.00
524,2022-10-27 00:00:00 -> 2022-10-27 23:55:00,63.00
525,2022-10-28 00:00:00 -> 2022-10-28 23:55:00,65.00
526,2022-10-29 00:00:00 -> 2022-10-29 23:55:00,67.00
527,2022-10-30 00:00:00 -> 2022-10-30 23:55:00,67.00
528,2022-10-31 00:00:00 -> 2022-10-31 23:55:00,66.00
529,2022-11-01 00:00:00 -> 2022-11-01 23:55:00,64.00
530,2022-11-02 00:00:00 -> 2022-11-02 23:55:00,50.00
531,2022-11-03 00:00:00 -> 2022-11-03 23:55:00,47.00
532,2022-11-04 00:00:00 -> 2022-11-04 23:55:00,29.00
533,2022-11-05 00:00:00 -> 2022-11-05 23:55:00,39.00
534,2022-11-06 00:00:00 -> 2022-11-06 23:55:00,63.00
535,2022-11-07 00:00:00 -> 2022-11-07 23:55:00,63.00
536,2022-11-08 00:00:00 -> 2022-11-08 23:55:00,61.00
537,2022-11-09 00:00:00 -> 2022-11-09 23:55:00,44.00
538,2022-11-10 00:00:00 -> 2022-11-10 23:55:00,35.00
539,2022-11-11 00:00:00 -> 2022-11-11 23:55:00,56.00
540,2022-11-12 00:00:00 -> 2022-11-12 23:55:00,33.00
541,2022-11-13 00:00:00 -> 2022-11-13 23:55:00,53.00
542,2022-11-14 00:00:00 -> 2022-11-14 23:55:00,42.00
543,2022-11-15 00:00:00 -> 2022-11-15 23:55:00,30.00
544,2022-11-16 00:00:00 -> 2022-11-16 23:55:00,30.00
545,2022-11-17 00:00:00 -> 2022-11-17 23:55:00,39.00
546,2022-11-18 00:00:00 -> 2022-11-18 23:55:00,38.00
547,2022-11-19 00:00:00 -> 2022-11-19 23:55:00,13.00
548,2022-11-20 00:00:00 -> 2022-11-20 23:55:00,49.00
549,2022-11-21 00:00:00 -> 2022-11-21 23:55:00,50.00
550,2022-11-22 00:00:00 -> 2022-11-22 23:55:00,12.00
551,2022-11-23 00:00:00 -> 2022-11-23 23:55:00,51.00
552,2022-11-24 00:00:00 -> 2022-11-24 23:55:00,43.00
553,2022-11-25 00:00:00 -> 2022-11-25 23:55:00,22.00
554,2022-11-26 00:00:00 -> 2022-11-26 23:55:00,26.00
555,2022-11-27 00:00:00 -> 2022-11-27 23:55:00,51.00
556,2022-11-28 00:00:00 -> 2022-11-28 23:55:00,27.00
557,2022-11-29 00:00:00 -> 2022-11-29 23:55:00,44.00
558,2022-11-30 00:00:00 -> 2022-11-30 23:55:00,45.00
559,2022-12-01 00:00:00 -> 2022-12-01 23:55:00,47.00
560,2022-12-02 00:00:00 -> 2022-12-02 23:55:00,18.00
561,2022-12-03 00:00:00 -> 2022-12-03 23:55:00,0.00
562,2022-12-04 00:00:00 -> 2022-12-04 23:55:00,0.00
563,2022-12-05 00:00:00 -> 2022-12-05 23:55:00,37.00
564,2022-12-06 00:00:00 -> 2022-12-06 23:55:00,41.00
565,2022-12-07 00:00:00 -> 2022-12-07 23:55:00,41.00
566,2022-12-08 00:00:00 -> 2022-12-08 23:55:00,23.00
567,2022-12-09 00:00:00 -> 2022-12-09 23:55:00,14.00
568,2022-12-10 00:00:00 -> 2022-12-10 23:55:00,15.00
569,2022-12-11 00:00:00 -> 2022-12-11 23:55:00,33.00
570,2022-12-12 00:00:00 -> 2022-12-12 23:55:00,43.00
571,2022-12-13 00:00:00 -> 2022-12-13 23:55:00,14.00
572,2022-12-14 00:00:00 -> 2022-12-14 23:55:00,6.00
573,2022-12-15 00:00:00 -> 2022-12-15 23:55:00,3.00
574,2022-12-16 00:00:00 -> 2022-12-16 23:55:00,14.00
575,2022-12-17 00:00:00 -> 2022-12-17 23:55:00,31.00
576,2022-12-18 00:00:00 -> 2022-12-18 23:55:00,0.00
577,2022-12-19 00:00:00 -> 2022-12-19 23:55:00,40.00
578,2022-12-20 00:00:00 -> 2022-12-20 23:55:00,42.00
579,2022-12-21 00:00:00 -> 2022-12-21 23:55:00,16.00
580,2022-12-22 00:00:00 -> 2022-12-22 23:55:00,37.00
581,2022-12-23 00:00:00 -> 2022-12-23 23:55:00,35.00
582,2022-12-24 00:00:00 -> 2022-12-24 23:55:00,26.00
583,2022-12-25 00:00:00 -> 2022-12-25 23:55:00,33.00
584,2022-12-26 00:00:00 -> 2022-12-26 23:55:00,25.00
585,2022-12-27 00:00:00 -> 2022-12-27 23:55:00,26.00
586,2022-12-28 00:00:00 -> 2022-12-28 23:55:00,39.00
587,2022-12-29 00:00:00 -> 2022-12-29 23:55:00,33.00
588,2022-12-30 00:00:00 -> 2022-12-30 23:55:00,29.00
589,2022-12-31 00:00:00 -> 2022-12-31 23:55:00,38.00
590,2023-01-01 00:00:00 -> 2023-01-01 23:55:00,40.00
591,2023-01-02 00:00:00 -> 2023-01-02 23:55:00,16.00
592,2023-01-03 00:00:00 -> 2023-01-03 23:55:00,20.00
593,2023-01-04 00:00:00 -> 2023-01-04 23:55:00,38.00
594,2023-01-05 00:00:00 -> 2023-01-05 23:55:00,19.00
595,2023-01-06 00:00:00 -> 2023-01-06 23:55:00,17.00
596,2023-01-07 00:00:00 -> 2023-01-07 23:55:00,14.00
597,2023-01-08 00:00:00 -> 2023-01-08 23:55:00,32.00
598,2023-01-09 00:00:00 -> 2023-01-09 23:55:00,14.00
599,2023-01-10 00:00:00 -> 2023-01-10 23:55:00,49.00
600,2023-01-11 00:00:00 -> 2023-01-11 23:55:00,44.00
601,2023-01-12 00:00:00 -> 2023-01-12 23:55:00,46.00
602,2023-01-13 00:00:00 -> 2023-01-13 23:55:00,30.00
603,2023-01-14 00:00:00 -> 2023-01-14 23:55:00,50.00
604,2023-01-15 00:00:00 -> 2023-01-15 23:55:00,12.00
605,2023-01-16 00:00:00 -> 2023-01-16 23:55:00,29.00
606,2023-01-17 00:00:00 -> 2023-01-17 23:55:00,15.00
607,2023-01-18 00:00:00 -> 2023-01-18 23:55:00,16.00
608,2023-01-19 00:00:00 -> 2023-01-19 23:55:00,42.00
609,2023-01-20 00:00:00 -> 2023-01-20 23:55:00,12.00
610,2023-01-21 00:00:00 -> 2023-01-21 23:55:00,47.00
611,2023-01-22 00:00:00 -> 2023-01-22 23:55:00,38.00
612,2023-01-23 00:00:00 -> 2023-01-23 23:55:00,21.00
613,2023-01-24 00:00:00 -> 2023-01-24 23:55:00,45.00
614,2023-01-25 00:00:00 -> 2023-01-25 23:55:00,46.00
615,2023-01-26 00:00:00 -> 2023-01-26 23:55:00,56.00
616,2023-01-27 00:00:00 -> 2023-01-27 23:55:00,46.00
617,2023-01-28 00:00:00 -> 2023-01-28 23:55:00,18.00
618,2023-01-29 00:00:00 -> 2023-01-29 23:55:00,60.00
619,2023-01-30 00:00:00 -> 2023-01-30 23:55:00,60.00
620,2023-01-31 00:00:00 -> 2023-01-31 23:55:00,62.00
621,2023-02-01 00:00:00 -> 2023-02-01 23:55:00,50.00
622,2023-02-02 00:00:00 -> 2023-02-02 23:55:00,60.00
623,2023-02-03 00:00:00 -> 2023-02-03 23:55:00,61.00
624,2023-02-04 00:00:00 -> 2023-02-04 23:55:00,60.00
625,2023-02-05 00:00:00 -> 2023-02-05 23:55:00,67.00
626,2023-02-06 00:00:00 -> 2023-02-06 23:55:00,70.00
627,2023-02-07 00:00:00 -> 2023-02-07 23:55:00,69.00
628,2023-02-08 00:00:00 -> 2023-02-08 23:55:00,58.00
629,2023-02-09 00:00:00 -> 2023-02-09 23:55:00,49.00
630,2023-02-10 00:00:00 -> 2023-02-10 23:55:00,64.00
631,2023-02-11 00:00:00 -> 2023-02-11 23:55:00,69.00
632,2023-02-12 00:00:00 -> 2023-02-12 23:55:00,57.00
633,2023-02-13 00:00:00 -> 2023-02-13 23:55:00,34.00
634,2023-02-14 00:00:00 -> 2023-02-14 23:55:00,73.00
635,2023-02-15 00:00:00 -> 2023-02-15 23:55:00,71.00
636,2023-02-16 00:00:00 -> 2023-02-16 23:55:00,32.00
637,2023-02-17 00:00:00 -> 2023-02-17 23:55:00,62.00
638,2023-02-18 00:00:00 -> 2023-02-18 23:55:00,65.00
639,2023-02-19 00:00:00 -> 2023-02-19 23:55:00,50.00
640,2023-02-20 00:00:00 -> 2023-02-20 23:55:00,62.00
641,2023-02-21 00:00:00 -> 2023-02-21 23:55:00,34.00
642,2023-02-22 00:00:00 -> 2023-02-22 23:55:00,59.00
643,2023-02-23 00:00:00 -> 2023-02-23 23:55:00,51.00
644,2023-02-24 00:00:00 -> 2023-02-24 23:55:00,54.00
645,2023-02-25 00:00:00 -> 2023-02-25 23:55:00,25.00
646,2023-02-26 00:00:00 -> 2023-02-26 23:55:00,30.00
647,2023-02-27 00:00:00 -> 2023-02-27 23:55:00,55.00
648,2023-02-28 00:00:00 -> 2023-02-28 23:55:00,42.00
649,2023-03-01 00:00:00 -> 2023-03-01 23:55:00,47.00
650,2023-03-02 00:00:00 -> 2023-03-02 23:55:00,57.00
651,2023-03-03 00:00:00 -> 2023-03-03 23:55:00,58.00
652,2023-03-04 00:00:00 -> 2023-03-04 23:55:00,92.00
653,2023-03-05 00:00:00 -> 2023-03-05 23:55:00,95.00
654,2023-03-06 00:00:00 -> 2023-03-06 23:55:00,52.00
655,2023-03-07 00:00:00 -> 2023-03-07 23:55:00,73.00
656,2023-03-08 00:00:00 -> 2023-03-08 23:55:00,61.00
657,2023-03-09 00:00:00 -> 2023-03-09 23:55:00,38.00
658,2023-03-10 00:00:00 -> 2023-03-10 23:55:00,46.00
659,2023-03-11 00:00:00 -> 2023-03-11 23:55:00,61.00
660,2023-03-12 00:00:00 -> 2023-03-12 23:55:00,98.00
661,2023-03-13 00:00:00 -> 2023-03-13 23:55:00,99.00
662,2023-03-14 00:00:00 -> 2023-03-14 23:55:00,36.00
663,2023-03-15 00:00:00 -> 2023-03-15 23:55:00,99.00
664,2023-03-16 00:00:00 -> 2023-03-16 23:55:00,106.00
665,2023-03-17 00:00:00 -> 2023-03-17 23:55:00,105.00
666,2023-03-18 00:00:00 -> 2023-03-18 23:55:00,106.00
667,2023-03-19 00:00:00 -> 2023-03-19 23:55:00,46.00
668,2023-03-20 00:00:00 -> 2023-03-20 23:55:00,20.00
669,2023-03-21 00:00:00 -> 2023-03-21 23:55:00,96.00
670,2023-03-22 00:00:00 -> 2023-03-22 23:55:00,94.00
671,2023-03-23 00:00:00 -> 2023-03-23 23:55:00,109.00
672,2023-03-24 00:00:00 -> 2023-03-24 23:55:00,107.00
673,2023-03-25 00:00:00 -> 2023-03-25 23:55:00,97.00
674,2023-03-26 00:00:00 -> 2023-03-26 23:55:00,99.00
675,2023-03-27 00:00:00 -> 2023-03-27 23:55:00,69.00
676,2023-03-28 00:00:00 -> 2023-03-28 23:55:00,121.00
677,2023-03-29 00:00:00 -> 2023-03-29 23:55:00,95.00
678,2023-03-30 00:00:00 -> 2023-03-30 23:55:00,96.00
679,2023-03-31 00:00:00 -> 2023-03-31 23:55:00,72.00
680,2023-04-01 00:00:00 -> 2023-04-01 23:55:00,112.00
681,2023-04-02 00:00:00 -> 2023-04-02 23:55:00,94.00
682,2023-04-03 00:00:00 -> 2023-04-03 23:55:00,121.00
683,2023-04-04 00:00:00 -> 2023-04-04 23:55:00,91.00
684,2023-04-05 00:00:00 -> 2023-04-05 23:55:00,62.00
685,2023-04-06 00:00:00 -> 2023-04-06 23:55:00,127.00
686,2023-04-07 00:00:00 -> 2023-04-07 23:55:00,127.00
687,2023-04-08 00:00:00 -> 2023-04-08 23:55:00,74.00
688,2023-04-09 00:00:00 -> 2023-04-09 23:55:00,118.00
689,2023-04-10 00:00:00 -> 2023-04-10 23:55:00,133.00
690,2023-04-11 00:00:00 -> 2023-04-11 23:55:00,108.00
691,2023-04-12 00:00:00 -> 2023-04-12 23:55:00,127.00
692,2023-04-13 00:00:00 -> 2023-04-13 23:55:00,33.00
693,2023-04-14 00:00:00 -> 2023-04-14 23:55:00,65.00
694,2023-04-15 00:00:00 -> 2023-04-15 23:55:00,19.00
695,2023-04-16 00:00:00 -> 2023-04-16 23:55:00,115.00
696,2023-04-17 00:00:00 -> 2023-04-17 23:55:00,116.00
697,2023-04-18 00:00:00 -> 2023-04-18 23:55:00,71.00
698,2023-04-19 00:00:00 -> 2023-04-19 23:55:00,128.00
699,2023-04-20 00:00:00 -> 2023-04-20 23:55:00,115.00
700,2023-04-21 00:00:00 -> 2023-04-21 23:55:00,133.00
701,2023-04-22 00:00:00 -> 2023-04-22 23:55:00,134.00
702,2023-04-23 00:00:00 -> 2023-04-23 23:55:00,122.00
703,2023-04-24 00:00:00 -> 2023-04-24 23:55:00,105.00
704,2023-04-25 00:00:00 -> 2023-04-25 23:55:00,128.00
705,2023-04-26 00:00:00 -> 2023-04-26 23:55:00,145.00
706,2023-04-27 00:00:00 -> 2023-04-27 23:55:00,140.00
707,2023-04-28 00:00:00 -> 2023-04-28 23:55:00,140.00
708,2023-04-29 00:00:00 -> 2023-04-29 23:55:00,89.00
709,2023-04-30 00:00:00 -> 2023-04-30 23:55:00,62.00
710,2023-05-01 00:00:00 -> 2023-05-01 23:55:00,49.00
711,2023-05-02 00:00:00 -> 2023-05-02 23:55:00,84.00
712,2023-05-03 00:00:00 -> 2023-05-03 23:55:00,108.00
713,2023-05-04 00:00:00 -> 2023-05-04 23:55:00,131.00
714,2023-05-05 00:00:00 -> 2023-05-05 23:55:00,135.00
715,2023-05-06 00:00:00 -> 2023-05-06 23:55:00,136.00
716,2023-05-07 00:00:00 -> 2023-05-07 23:55:00,140.00
717,2023-05-08 00:00:00 -> 2023-05-08 23:55:00,41.00
718,2023-05-09 00:00:00 -> 2023-05-09 23:55:00,134.00
719,2023-05-10 00:00:00 -> 2023-05-10 23:55:00,61.00
720,2023-05-11 00:00:00 -> 2023-05-11 23:55:00,113.00
721,2023-05-12 00:00:00 -> 2023-05-12 23:55:00,124.00
722,2023-05-13 00:00:00 -> 2023-05-13 23:55:00,36.00
723,2023-05-14 00:00:00 -> 2023-05-14 23:55:00,100.00
724,2023-05-15 00:00:00 -> 2023-05-15 23:55:00,80.00
725,2023-05-16 00:00:00 -> 2023-05-16 23:55:00,66.00
726,2023-05-17 00:00:00 -> 2023-05-17 23:55:00,53.00
727,2023-05-18 00:00:00 -> 2023-05-18 23:55:00,67.00
728,2023-05-19 00:00:00 -> 2023-05-19 23:55:00,71.00
729,2023-05-20 00:00:00 -> 2023-05-20 23:55:00,33.00
730,2023-05-21 00:00:00 -> 2023-05-21 23:55:00,86.00
731,2023-05-22 00:00:00 -> 2023-05-22 23:55:00,119.00
732,2023-05-23 00:00:00 -> 2023-05-23 23:55:00,125.00
733,2023-05-24 00:00:00 -> 2023-05-24 23:55:00,129.00
734,2023-05-25 00:00:00 -> 2023-05-25 23:55:00,117.00
735,2023-05-26 00:00:00 -> 2023-05-26 23:55:00,141.00
736,2023-05-27 00:00:00 -> 2023-05-27 23:55:00,149.00
737,2023-05-28 00:00:00 -> 2023-05-28 23:55:00,147.00
738,2023-05-29 00:00:00 -> 2023-05-29 23:55:00,118.00
739,2023-05-30 00:00:00 -> 2023-05-30 23:55:00,122.00
740,2023-05-31 00:00:00 -> 2023-05-31 23:55:00,119.00
741,2023-06-01 00:00:00 -> 2023-06-01 23:55:00,134.00
742,2023-06-02 00:00:00 -> 2023-06-02 23:55:00,147.00
743,2023-06-03 00:00:00 -> 2023-06-03 23:55:00,135.00
744,2023-06-04 00:00:00 -> 2023-06-04 23:55:00,91.00
745,2023-06-05 00:00:00 -> 2023-06-05 23:55:00,108.00
746,2023-06-06 00:00:00 -> 2023-06-06 23:55:00,137.00
747,2023-06-07 00:00:00 -> 2023-06-07 23:55:00,147.00
748,2023-06-08 00:00:00 -> 2023-06-08 23:55:00,148.00
749,2023-06-09 00:00:00 -> 2023-06-09 23:55:00,134.00
750,2023-06-10 00:00:00 -> 2023-06-10 23:55:00,135.00
751,2023-06-11 00:00:00 -> 2023-06-11 23:55:00,143.00
752,2023-06-12 00:00:00 -> 2023-06-12 23:55:00,144.00
753,2023-06-13 00:00:00 -> 2023-06-13 23:55:00,74.00
754,2023-06-14 00:00:00 -> 2023-06-14 23:55:00,75.00
755,2023-06-15 00:00:00 -> 2023-06-15 23:55:00,119.00
756,2023-06-16 00:00:00 -> 2023-06-16 23:55:00,153.00
757,2023-06-17 00:00:00 -> 2023-06-17 23:55:00,150.00
758,2023-06-18 00:00:00 -> 2023-06-18 23:55:00,146.00
759,2023-06-19 00:00:00 -> 2023-06-19 23:55:00,140.00
760,2023-06-20 00:00:00 -> 2023-06-20 23:55:00,134.00
761,2023-06-21 00:00:00 -> 2023-06-21 23:55:00,139.00
762,2023-06-22 00:00:00 -> 2023-06-22 23:55:00,134.00
763,2023-06-23 00:00:00 -> 2023-06-23 23:55:00,141.00
764,2023-06-24 00:00:00 -> 2023-06-24 23:55:00,122.00
765,2023-06-25 00:00:00 -> 2023-06-25 23:55:00,145.00
766,2023-06-26 00:00:00 -> 2023-06-26 23:55:00,152.00
767,2023-06-27 00:00:00 -> 2023-06-27 23:55:00,150.00
768,2023-06-28 00:00:00 -> 2023-06-28 23:55:00,129.00
769,2023-06-29 00:00:00 -> 2023-06-29 23:55:00,120.00
770,2023-06-30 00:00:00 -> 2023-06-30 23:55:00,133.00
771,2023-07-01 00:00:00 -> 2023-07-01 23:55:00,68.00
772,2023-07-02 00:00:00 -> 2023-07-02 23:55:00,147.00
773,2023-07-03 00:00:00 -> 2023-07-03 23:55:00,139.00
774,2023-07-04 00:00:00 -> 2023-07-04 23:55:00,148.00
775,2023-07-05 00:00:00 -> 2023-07-05 23:55:00,148.00
776,2023-07-06 00:00:00 -> 2023-07-06 23:55:00,148.00
777,2023-07-07 00:00:00 -> 2023-07-07 23:55:00,143.00
778,2023-07-08 00:00:00 -> 2023-07-08 23:55:00,130.00
779,2023-07-09 00:00:00 -> 2023-07-09 23:55:00,141.00
780,2023-07-10 00:00:00 -> 2023-07-10 23:55:00,139.00
781,2023-07-11 00:00:00 -> 2023-07-11 23:55:00,144.00
782,2023-07-12 00:00:00 -> 2023-07-12 23:55:00,134.00
783,2023-07-13 00:00:00 -> 2023-07-13 23:55:00,118.00
784,2023-07-14 00:00:00 -> 2023-07-14 23:55:00,140.00
785,2023-07-15 00:00:00 -> 2023-07-15 23:55:00,141.00
786,2023-07-16 00:00:00 -> 2023-07-16 23:55:00,135.00
787,2023-07-17 00:00:00 -> 2023-07-17 23:55:00,133.00
788,2023-07-18 00:00:00 -> 2023-07-18 23:55:00,132.00
789,2023-07-19 00:00:00 -> 2023-07-19 23:55:00,134.00
790,2023-07-20 00:00:00 -> 2023-07-20 23:55:00,130.00
791,2023-07-21 00:00:00 -> 2023-07-21 23:55:00,116.00
792,2023-07-22 00:00:00 -> 2023-07-22 23:55:00,0.00
793,2023-07-23 00:00:00 -> 2023-07-23 23:55:00,0.00
794,2023-07-24 00:00:00 -> 2023-07-24 23:55:00,99.00
795,2023-07-25 00:00:00 -> 2023-07-25 23:55:00,102.00
796,2023-07-26 00:00:00 -> 2023-07-26 23:55:00,108.00
