date,ID,temperature_2m_mean,temperature_2m_min,temperature_2m_max,relative_humidity_2m_mean,relative_humidity_2m_min,relative_humidity_2m_max,precipitation_mean,precipitation_min,precipitation_max,rain_mean,rain_min,rain_max,pressure_msl_mean,pressure_msl_min,pressure_msl_max,surface_pressure_mean,surface_pressure_min,surface_pressure_max,cloud_cover_mean,cloud_cover_min,cloud_cover_max
2021-12-31,0,17.1,-1.7,38.9,71.9,14.3,100.0,0.1,0.0,17.4,0.1,0.0,17.4,1016.1,992.1,1038.2,1013.6,989.6,1035.5,31.6,0.0,100.0
2022-12-31,1,17.3,-0.4,39.9,69.9,12.0,100.0,0.1,0.0,22.0,0.1,0.0,22.0,1016.8,989.5,1035.5,1014.2,987.0,1032.9,28.4,0.0,100.0
2023-12-31,2,17.9,-0.7,40.1,73.2,19.1,100.0,0.1,0.0,19.1,0.1,0.0,19.1,1015.1,989.4,1036.7,1012.6,986.9,1034.0,31.2,0.0,100.0
