ID,Date,D_kilowatt_cons
314,2021-11-10,180.97999999999593
315,2021-11-11,200.0
316,2021-11-12,166.0
317,2021-11-13,130.98999999999796
318,2021-11-14,149.4800000000032
319,2021-11-15,185.5
320,2021-11-16,226.0
321,2021-11-17,209.5
322,2021-11-18,183.4800000000032
323,2021-11-19,177.5199999999968
324,2021-11-20,132.0
325,2021-11-21,134.45999999999913
326,2021-11-22,222.54000000000087
327,2021-11-23,235.55999999999767
328,2021-11-24,193.44000000000233
329,2021-11-25,218.55999999999767
330,2021-11-26,219.44000000000233
331,2021-11-27,170.5500000000029
332,2021-11-28,197.0
333,2021-11-29,300.0
334,2021-11-30,236.4499999999971
335,2021-12-01,275.5500000000029
336,2021-12-02,260.98999999999796
337,2021-12-03,239.0
338,2021-12-04,164.98999999999796
339,2021-12-05,163.98999999999796
340,2021-12-06,290.4800000000032
341,2021-12-07,215.51000000000204
342,2021-12-08,164.0
343,2021-12-09,253.99999999999636
344,2021-12-10,279.0
345,2021-12-11,144.4900000000016
346,2021-12-12,133.5
347,2021-12-13,262.0
348,2021-12-14,232.5
349,2021-12-15,214.0
350,2021-12-16,209.5
351,2021-12-17,216.5
352,2021-12-18,162.4900000000016
353,2021-12-19,163.5099999999984
354,2021-12-20,321.4900000000016
355,2021-12-21,263.0
356,2021-12-22,261.9699999999975
357,2021-12-23,253.54000000000087
358,2021-12-24,211.45999999999913
359,2021-12-25,160.0
360,2021-12-26,151.54000000000087
361,2021-12-27,252.45999999999913
362,2021-12-28,241.54000000000087
363,2021-12-29,216.45999999999913
364,2021-12-30,212.54000000000087
365,2021-12-31,167.45999999999913
366,2022-01-01,135.0
367,2022-01-02,149.54000000000087
368,2022-01-03,230.0
369,2022-01-04,233.45999999999913
370,2022-01-05,182.54000000000087
371,2022-01-06,148.45000000000073
372,2022-01-07,142.0
373,2022-01-08,133.0
374,2022-01-09,157.0
375,2022-01-10,296.5499999999993
376,2022-01-11,250.0
377,2022-01-12,221.0
378,2022-01-13,220.45000000000073
379,2022-01-14,221.54999999999927
380,2022-01-15,130.45000000000073
