ID,Date,D_kilowatt_cons
880,2023-10-18,36.0
881,2023-10-19,53.0
882,2023-10-20,29.0
883,2023-10-21,39.0
884,2023-10-22,61.0
885,2023-10-23,61.0
886,2023-10-24,29.0
887,2023-10-25,47.0
888,2023-10-26,53.0
889,2023-10-27,37.0
890,2023-10-28,50.0
891,2023-10-29,63.0
892,2023-10-30,50.0
893,2023-10-31,44.0
894,2023-11-01,23.0
895,2023-11-02,37.0
896,2023-11-03,43.0
897,2023-11-04,52.0
898,2023-11-05,44.0
899,2023-11-06,51.0
900,2023-11-07,9.0
901,2023-11-08,59.0
902,2023-11-09,47.0
903,2023-11-10,31.0
904,2023-11-11,52.0
905,2023-11-12,25.0
